numunitid,obsval,source_code_description,description,target,predicted_source_code_description
22969,1,,[ <5.0 ],,percent
4005,1,,IFCCmmol/mol<41,,percent
28216,1,,50893,,percent
11439,1,,2.84,,percent
20335,1,,litre/s,,percent
2911,1,,20times/week,,percent
3423,1,,cigarettes per week.,,per week
14309,1,,\meddata\s6000\document\Apollo\2010\APR\SCAN6901.T,,percent
28373,1,,a1c,,percent
24647,1,,700/day,,gram per 24 hours
20901,1,,not answred,,percent
28873,1,,times/occasion,,percent
17821,1,,140u,,percent
23576,1,,5/5/6MG ALT DAYS,,percent
13138,1,,H mg/mmol,,milligram per millimole of creatinine
27978,1,,/11/2021,,percent
17441,1,,Urine steroid profile,,percent
11826,1,,3/27,,percent
26968,1,,WBC 10.34,,billion per liter
29233,1,,- 5 /week,,percent
2090,1,,-----,,percent
25363,1,,stable stay 7 mg,,percent
14055,1,,9/28,,percent
26857,1,,\meddata\s6000\document\Apollo\2006\OCT\SCAN2229.T,,percent
16487,1,,0.8-2.0,,percent
19832,1,,\meddata\s6000\document\Apollo\2006\DEC\36006.TIF|,,percent
21427,1,,mcgl/ml,,percent
5509,1,,1487,,percent
18484,1,,40+/day,,gram per 24 hours
16574,1,,\meddata\s6000\document\Apollo\2013\1\Document 916,,percent
12709,1,,wheeze,,percent
28454,1,,*10^6/ cu mm,,billion per liter
20310,1,,tympanic,,percent
12159,1,,pweek,,percent
13576,1,,Complement test NOS,,percent
21344,1,,9.6 U/week,,percent
19015,1,,no. days,,percent
16629,1,,Thickened,,percent
15472,1,,cm per year,,centimeter
25574,1,,but WBC 35.08 High,,percent
17980,1,,1 at weekend,,percent
21553,1,,11 - 20 per day,,per 24 hours
28598,1,,/packs/week,,percent
21559,1,,cans of beers a days,,percent
6311,1,,CPMS ID CHILD PARENT,,percent
24455,1,,\meddata\s6000\document\Apollo\2009\OCT\159871.TIF,,percent
20857,1,,times/day.,,per 24 hours
19064,1,,40699,,percent
26370,1,,should be better,,percent
15317,1,,not always weekly,,percent
21058,1,,over 3 day period,,percent
18341,1,,20-39 /day,,gram per 24 hours
23317,1,,1mg/2mg/2mg,,percent
3980,1,,/12 (0 as pregnant),,score
6347,1,,10/21,,billion per liter
26296,1,,\meddata\s6000\document\Apollo\2011\JAN\209479.TIF,,percent
28212,1,,times/month 1,,percent
19451,1,,\meddata\s6000\document\Apollo\2003\SEP\1343.TIF|1,,percent
20230,1,,daysw,,percent
29054,1,,years- recent worse,,percent
21998,1,,to 30 U/week,,percent
17955,1,,urea & electrolytes,,percent
11247,1,,008086,,percent
5660,1,,2238,,percent
13228,1,,ng/m,,percent
24108,1,,ugt/,,percent
6661,1,,/29 (unable to draw),,percent
27675,1,,\meddata\s6000\document\Apollo\2010\FEB\SCAN1860.T,,percent
24836,1,,\meddata\s6000\document\Apollo\2010\JUN\182696.TIF,,percent
17121,1,,times/3monts,,percent
17646,1,,R475-PN-1523,,percent
25560,1,,\meddata\s6000\document\Apollo\2013\JAN\301533.TIF,,percent
18960,1,,mmoll/,,percent
19552,1,,\meddata\s6000\document\Apollo\2004\FEB\3765.TIF|3,,percent
25134,1,,WBC 10.54,,billion per liter
11358,1,,1/9 day,,gram per 24 hours
15895,1,,POSITIV,,percent
24633,1,,micromoll/L,,percent
24299,1,,g/spec.,,percent
24359,1,,oz/week5,,percent
21991,1,,VLA,,percent
5338,1,,1522,,percent
29303,1,,microgram/g (May 23),,percent
21685,1,,13/20,,percent
11735,1,,35.5,,percent
18689,1,,5/7,,percent
16151,1,,4.3mmol/mol,,percent
21949,1,,15/1,,percent
12571,1,,legs,,percent
20482,1,,27/10/16,,billion per liter
5212,1,,1732,,percent
23776,1,,Plasma AST level,,percent
28168,1,,nights.,,percent
16198,1,,\meddata\s6000\document\Apollo\2007\OCT\26348.TIF|,,percent
19338,1,,\meddata\s6000\document\Apollo\2003\DEC\2698.TIF|2,,percent
21397,1,,u/10days,,percent
28499,1,,mg/24,,percent
16203,1,,L/minm,,percent
10807,1,,U/today so far at 10,,billion per liter
20109,1,,beers per/month,,percent
19076,1,,\meddata\s6000\document\Apollo\2006\OCT\127214.AHF,,percent
19377,1,,\meddata\s6000\document\Apollo\2003\JUL\460.TIF|46,,percent
14392,1,,9 -3,,percent
27254,1,,vape / month,,percent
21679,1,,1-/day,,gram per 24 hours
21701,1,,micromols/litre,,percent
20726,1,,3.04,,percent
27706,1,,\meddata\s6000\document\Apollo\2011\NOV\SCAN8208.T,,percent
20405,1,,27.6,,percent
26808,1,,WVC 10.54,,billion per liter
26662,1,,WBC 12.09,,score
26868,1,,\meddata\s6000\document\Apollo\2008\FEB\SCAN7815.T,,percent
10091,1,,Pipe: 2/day for 70,,gram per 24 hours
18953,1,,x2-3 day or if sympt,,gram per 24 hours
14444,1,,- 1.31,,percent
24925,1,,cannabis cost daily,,percent
16750,1,,glasess/week,,percent
23071,1,,umol/l **,,percent
4333,1,,degrees fareheiht,,percent
29210,1,,2 - 4 times a month,,percent
28260,1,,tins a/day,,gram per 24 hours
7176,1,,adults,,percent
26008,1,,!!,,percent
22511,1,,unit=*,,percent
20314,1,,times//day,,per 24 hours
29305,1,,/ few months,,percent
8883,1,,smal bt/whis/week,,percent
24678,1,,8/weeks,,percent
16215,1,,mool/,,percent
15809,1,,20-30/day,,percent
15817,1,,fahren,,percent
19010,1,,March,,percent
13200,1,,match days,,percent
22588,1,,ml nicotine/day,,gram per 24 hours
26344,1,,mildly overtreated,,percent
27474,1,,micrograml/L,,percent
22710,1,,/fortinghtly,,percent
21181,1,,st/lbs,,percent
6665,1,,35 per week,,per week
20564,1,,nmols/s,,percent
18872,1,,bottle wine a day,,gram per 24 hours
14291,1,,\meddata\s6000\document\Apollo\2012\APR\SCAN1522.T,,percent
21069,1,,6.7fL,,percent
18077,1,,Mean cell volume,,percent
28568,1,,g/48hrs,,percent
27350,1,,miniute,,percent
26596,1,,noc change,,percent
19865,1,,\meddata\s6000\document\Apollo\2010\OCT\97578.TIF|,,percent
26921,1,,low  WBC 7.41,,percent
19949,1,,g/ 3 week,,percent
9219,1,,occasional .,,percent
26425,1,,WBC 14.44,,percent
29129,1,,g/1.5 week,,percent
14042,1,,1.03,,percent
3260,1,,0 - 243,,percent
19524,1,,\meddata\s6000\document\Apollo\2004\DEC\8337.TIF|8,,percent
27778,1,,IRAS Project Number,,percent
14201,1,,pints real ale/day,,gram per 24 hours
13760,1,,9.8,,percent
26873,1,,\meddata\s6000\document\Apollo\2008\OCT\106924.TIF,,percent
2013,1,,3 hrs pp,,percent
27504,1,,weeks - flare,,percent
28439,1,,est,,percent
12454,1,,/1.5 bottle wine/day,,gram per 24 hours
22872,1,,(0.36 - 0.47),,percent
19148,1,,times/bi weekly,,percent
26892,1,,\meddata\s6000\document\Apollo\2011\MAY\222648.TIF,,percent
15765,1,,7.11,,percent
28926,1,,-cm,,centimeter
27260,1,,pound/week,,percent
18557,1,,bottle wine/per week,,per week
28578,1,,50g x 1.5 week,,percent
27955,1,,g tobacco a week,,percent
25827,1,,\meddata\s6000\document\Apollo\2011\JAN\210101.TIF,,percent
10025,1,,15g per average week,,per week
15828,1,,child,,percent
28763,1,,gr-dl,,percent
23331,1,,4mgs,,percent
19324,1,,\meddata\s6000\document\Apollo\2003\AUG\931.TIF|93,,percent
23582,1,,6.5mg/7mg alt days,,percent
28571,1,,/gram's,,percent
21853,1,,U/9week,,percent
23732,1,,1357,,percent
8999,1,,/week6,,percent
20542,1,,4-8,,percent
24141,1,,mm/hou,,millimeter per hour
28762,1,,Patient ID: 150643,,percent
11147,1,,time/wk,,percent
7926,1,,4-6 a day,,gram per 24 hours
21968,1,,g/weekend,,percent
22905,1,,129/73,,percent
16692,1,,strong lagers/day,,gram per 24 hours
21336,1,,since this week,,percent
21932,1,,14 times/ week,,per week
11350,1,,/day24/03/16,,percent
18946,1,,60 mL/min,,milliliter per minute per 1.73 square meter
13077,1,,times/12/12,,trillion per liter
28942,1,,times/rarely,,percent
28388,1,,L/min460,,percent
15973,1,,SMU,,percent
24287,1,,Sternal bone marrow,,percent
10023,1,,40/minute,,percent
2077,1,,^1/2mg alt days,,percent
3854,1,,times/ay,,percent
23192,1,,mg/FEU,,percent
25796,1,,\meddata\s6000\document\Apollo\2008\JUL\96334.TIF|,,percent
7735,1,,7-10 cigarettes / da,,billion per liter
26089,1,,POSITIVE (Microsomal,,percent
15908,1,,\meddata\s6000\document\Apollo\2005\FEB\5974.TIF|5,,percent
14317,1,,\meddata\s6000\document\Apollo\2010\JAN\MERG6300.T,,percent
15132,1,,15 / day,,gram per 24 hours
23106,1,,ug Hb/b,,percent
21489,1,,530 222and 520 11.28,,percent
24542,1,,\meddata\s6000\document\Apollo\2012\MAR\270865.TIF,,percent
22007,1,,/22 A day,,gram per 24 hours
19963,1,,/ g a week,,percent
19576,1,,\meddata\s6000\document\Apollo\2004\JAN\3254.TIF|3,,percent
19446,1,,\meddata\s6000\document\Apollo\2003\SEP\1262.TIF|1,,percent
17937,1,,times/6 week,,per week
17519,1,,times over 6 month,,percent
22886,1,,micm/L,,percent
20135,1,,Shaper Score,,score
25994,1,,WBC 31.80,,percent
11928,1,,39 WEEKS + 5 DAYS,,percent
16689,1,,mu/.L(0.5-4.7),,percent
26069,1,,continue 5 mg,,percent
23272,1,,\meddata\s6000\document\Apollo\2008\FEB\93442.TIF|,,percent
28858,1,,/month or less,,percent
26351,1,,not quite good enoug,,percent
21387,1,,times/24hrs,,percent
25872,1,,no real change,,percent
15292,1,,ng dl,,percent
7924,1,,packets/ year,,percent
23733,1,,1361,,percent
12429,1,,2days,,percent
9779,1,,U/week 21,,score
16130,1,,\meddata\s6000\document\Apollo\2010\MAY\181141.TIF,,percent
19689,1,,\meddata\s6000\document\Apollo\2004\NOV\7749.TIF|7,,percent
28869,1,,rolls-up a day,,gram per 24 hours
18009,1,,Uric acid cryst.-urine,,percent
21051,1,,on ocassion,,percent
15909,1,,\meddata\s6000\document\Apollo\2009\MAR\28989.TIF|,,percent
19904,1,,nanomoles /L,,percent
24501,1,,\meddata\s6000\document\Apollo\2012\AUG\288706.TIF,,percent
18558,1,,bottles wine at week,,percent
9224,1,,mmoi/mol,,percent
8031,1,,"not every day,",,gram per 24 hours
12379,1,,wine/day,,gram per 24 hours
4957,1,,3083,,percent
27197,1,,U/4+times per week,,per week
11482,1,,0.1 - 5.0,,percent
28432,1,,Mod severe,,percent
16505,1,,micrometer,,percent
9249,1,,25oz/week,,percent
22187,1,,Hip T,,percent
20343,1,,since nov,,percent
14375,1,,Trop Pallidum partic,,percent
28732,1,,past 4 months,,percent
16152,1,,0k,,percent
3054,1,,/min(reg),,heartbeat
10400,1,,Plasma homocysteine level,,percent
25121,1,,teeth,,percent
10487,1,,Urine lactose,,percent
24692,1,,/4 times a day,,per 24 hours
23761,1,,2118,,percent
20161,1,,days blood in pooh,,percent
19409,1,,\meddata\s6000\document\Apollo\2003\NOV\2499.TIF|2,,percent
22285,1,,27 childs test,,score
20019,1,,Gramms per week,,per week
15549,1,,<1U/week,,percent
26626,1,,to 1.5 mg,,percent
11354,1,,five,,percent
29208,1,,2/3 times per week,,per week
29249,1,,fareinheit,,percent
20928,1,,this week only,,percent
28695,1,,/e- cigarette day,,gram per 24 hours
9689,1,,litres/ min,,liter per minute
20309,1,,Falls last year,,percent
17908,1,,mmlo,,percent
28495,1,,x10*12/1,,billion per liter
19452,1,,\meddata\s6000\document\Apollo\2003\SEP\1367.TIF|1,,percent
21157,1,,/100 Wbc <1.0,,percent
8727,1,,pulse/minute,,percent
17649,1,,within last 90 days,,percent
17632,1,,"times, day",,per 24 hours
27497,1,,weeks worsening,,percent
22713,1,,KU/L <6.7,,percent
5635,1,,2139,,percent
16446,1,,mL/ml,,unit per milliliter
27667,1,,\meddata\s6000\document\Apollo\2007\NOV\68123.TIF|,,percent
17444,1,,Serum phenylalanine raised,,percent
18517,1,,packs p/day,,gram per 24 hours
23799,1,,\27,,percent
18309,1,,hrs pre collection,,percent
16655,1,,glc,,percent
14535,1,,year plus,,percent
8793,1,,monht,,percent
29217,1,,farenheoght,,percent
16150,1,,Healthy Lung Proj,,percent
29276,1,,U/2-3 times per wk,,per week
24784,1,,50  g/week,,percent
21212,1,,360177,,percent
28772,1,,weeks- (recent event,,percent
16575,1,,cartridge every 3-4/,,percent
20323,1,,20 cigaretts a day,,gram per 24 hours
27354,1,,Not answered,,percent
21985,1,,2l,,percent
11755,1,,times day/night,,per 24 hours
17350,1,,less than one a day,,gram per 24 hours
27210,1,,gram a week,,percent
17942,1,,pmol/ng,,percent
8918,1,,beers per day,,per 24 hours
4340,1,,U/29,,percent
23801,1,,\meddata\s6000\document\Apollo\2010\6\Document 176,,percent
12416,1,,L daily of cider,,percent
23546,1,,Dose 7mg/8mg ALT,,percent
3782,1,,/6day,,percent
18160,1,,unable to state num,,percent
28161,1,,weeks seeing PN,,percent
28076,1,,Patient refused haemat. test,,percent
7359,1,,ce,,percent
14116,1,,MRF u ml,,percent
27025,1,,WBC 3.73,,percent
16994,1,,Faecal tryptic activity normal,,percent
27283,1,,Alarm set at 3.9 mmo,,percent
6073,1,,Colon neoplasm screen,,percent
19686,1,,\meddata\s6000\document\Apollo\2004\NOV\7696.TIF|7,,percent
10883,1,,1188,,percent
18893,1,,\meddata\s6000\document\Apollo\2009\AUG\255749.AHF,,percent
27221,1,,/w/end,,percent
26544,1,,\meddata\s6000\document\Apollo\2011\DEC\SCAN7972.T,,percent
19664,1,,\meddata\s6000\document\Apollo\2004\MAY\4960.TIF|4,,percent
28841,1,,-9/day,,gram per 24 hours
23939,1,,215 - 435,,percent
16990,1,,Deteriorating renal function,,percent
26266,1,,\meddata\s6000\document\Apollo\2008\APR\SCAN2540.T,,percent
25263,1,,\meddata\s6000\document\Apollo\2006\SEP\21151.TIF|,,percent
28286,1,,/20 minute,,percent
24260,1,,5 times a week,,per week
27629,1,,60 units,,percent
28468,1,,7*9 cells/L4-11,,percent
14156,1,,1916F1762,,percent
8226,1,,\meddata\s6000\document\Apollo\2011\JUN\159204.TIF,,percent
17365,1,,nnmol/l neg,,percent
22125,1,,times/week  5,,per week
22863,1,,patient ID number,,percent
18608,1,,1011,,percent
27371,1,,ÂµU/mL,,percent
20002,1,,indefinuite,,percent
28256,1,,pnts/week,,percent
14204,1,,U/week56,,percent
10131,1,,Pipe: 3/day for 3,,gram per 24 hours
24172,1,,kg#,,kilogram per square meter
18890,1,,un- known,,percent
22289,1,,5 weeks,,percent
17889,1,,grams/weeks,,gram
28209,1,,r#Â¿ H#Â¿ #Â¿#Â¿,,percent
26630,1,,up to 3mg - rept 2wk,,percent
16008,1,,h diu/L,,percent
22179,1,,-per wk,,percent
25631,1,,trimethoprim,,percent
24166,1,,mmo0l/l,,percent
21492,1,,- 4 Bacardi/day,,gram per 24 hours
27117,1,,2 / weekly,,percent
20414,1,,mol/t,,percent
18614,1,,1100,,percent
18491,1,,U/week17,,percent
24877,1,,mm/1st H,,millimeter per hour
8726,1,,times in last 3 week,,day per week
23146,1,,GAPS,,percent
26595,1,,no dose change,,percent
28566,1,,1glassofcherrydaily,,percent
21388,1,,e-cigarettes,,percent
28414,1,,8 units per week.,,per week
4458,1,,time/ 4 weeks,,percent
24490,1,,\meddata\s6000\document\Apollo\2011\SEP\245859.TIF,,percent
23551,1,,stop 2days then3/4mg,,percent
18992,1,,210 L/min,,percent
17938,1,,times/for 6 months,,percent
25332,1,,noprmal,,percent
25292,1,,\meddata\s6000\document\Apollo\2012\FEB\258316.TIF,,percent
6607,1,,kIY/L,,percent
18591,1,,total audit,,percent
11500,1,,(normal < 4),,percent
21522,1,,pints/ month,,percent
27656,1,,\meddata\s6000\document\Apollo\2009\FEB\99556.TIF|,,percent
28103,1,,1 in April 2016,,percent
26938,1,,same dose 3.5,,percent
15887,1,,2D[ WT67K,,percent
5438,1,,2060,,percent
17580,1,,less than /week,,percent
6649,1,,million/mlmillion/ml,,million per milliliter
15488,1,,amol/L,,percent
19863,1,,\meddata\s6000\document\Apollo\2010\MAR\85472.TIF|,,percent
15782,1,,doesnt know,,percent
2770,1,,times/week 6,,per week
15303,1,,\meddata\s6000\document\Apollo\2011\7\Document 686,,percent
28149,1,,ugHb/ Stl,,percent
11729,1,,(<4.5),,percent
19383,1,,\meddata\s6000\document\Apollo\2003\JUL\545.TIF|54,,percent
6301,1,,mmol/p,,millimole per liter
20173,1,,0.4-6.0,,percent
21599,1,,works flexible hours,,percent
18757,1,,with infection,,percent
21219,1,,monthly / as require,,percent
22523,1,,Units of RBC,,percent
25059,1,,discuss when in,,percent
23058,1,,mOderate depression,,percent
17477,1,,treponema pallidum,,percent
18308,1,,28.0,,percent
13495,1,,+ day,,gram per 24 hours
25956,1,,WBC 14.94,,percent
14284,1,,\meddata\s6000\document\Apollo\2008\JAN\2008011616,,percent
22778,1,,times/day#,,per 24 hours
24840,1,,in one day once a wk,,gram per 24 hours
24499,1,,\meddata\s6000\document\Apollo\2012\APR\274400.TIF,,percent
27219,1,,every evening,,percent
25806,1,,\meddata\s6000\document\Apollo\2009\JAN\115170.TIF,,percent
28411,1,,7 units per year,,per year
28448,1,,week/none somedays,,percent
20270,1,,some of the time,,percent
25258,1,,\meddata\s6000\document\Apollo\2006\APR\5886.TIF|5,,percent
19823,1,,\meddata\s6000\document\Apollo\2005\MAY\10975.TIF|,,percent
11624,1,,(200-950),,percent
18788,1,,roll/per day,,per 24 hours
9832,1,,L/min580,,percent
24437,1,,\meddata\s6000\document\Apollo\2008\DEC\127961.TIF,,percent
27521,1,,falls +++,,percent
26558,1,,Alt 2/3mg - spoken,,percent
27776,1,,/28 (0=normal),,percent
16635,1,,B. pertussis antibody level,,percent
21127,1,,week of roll ups,,percent
28810,1,,- 4 /day,,gram per 24 hours
9773,1,,1gm every 2 weeks,,percent
23943,1,,3-17,,percent
17107,1,,/5year,,percent
20641,1,,glass gin/week,,percent
18362,1,,hourday,,percent
21250,1,,kg tabacco,,kilogram per square meter
19822,1,,\meddata\s6000\document\Apollo\2005\MAR\9976.TIF|9,,percent
11578,1,,dose 5.5mg,,percent
19402,1,,\meddata\s6000\document\Apollo\2003\NOV\2359.TIF|2,,percent
5384,1,,3016,,percent
20303,1,,U/week-12,,trillion per liter
20958,1,,cig/weekly,,percent
26061,1,,borderline alk phos,,percent
15577,1,,microgr,,percent
25700,1,,WBC 3.15,,percent
15468,1,,\meddata\s6000\document\Apollo\2007\DEC\SCAN0858.T,,percent
17529,1,,occasionalyy,,percent
17188,1,,"days, worse",,percent
18797,1,,/20 years,,percent
23751,1,,1499,,percent
18997,1,,70mg/l,,percent
27004,1,,WBC 14.31,,percent
25832,1,,\meddata\s6000\document\Apollo\2012\MAR\260605.TIF,,percent
27326,1,,a few weeks,,percent
24096,1,,exp=7.0-30.0,,percent
29177,1,,roll ups.,,percent
29000,1,,1160,,percent
14416,1,,9-1,,percent
19834,1,,\meddata\s6000\document\Apollo\2006\JUN\28219.TIF|,,percent
19234,1,,125 grms,,percent
17989,1,,social smoker/weekly,,percent
21543,1,,monthly of less,,percent
24964,1,,week1,,percent
28465,1,,10*122,,billion per liter
20806,1,,ever,,percent
17811,1,,0-5/day,,gram per 24 hours
15254,1,,mcmcol/L,,percent
26581,1,,increase 6 mg,,percent
19765,1,,\meddata\s6000\document\Apollo\2005\AUG\17453.TIF|,,percent
14512,1,,UNITS WEEK,,unit per week
9225,1,,pouch/ week,,percent
19528,1,,\meddata\s6000\document\Apollo\2004\DEC\8401.TIF|8,,percent
29254,1,,AU/M..,,percent
24427,1,,\meddata\s6000\document\Apollo\2006\JUL\SCAN2131.T,,percent
24984,1,,times in past week,,per week
28713,1,,gram daily,,percent
13430,1,,mg/per week,,per week
11525,1,,good control up to,,percent
24089,1,,exp= 180 - 800,,percent
17575,1,,90 WK,,percent
22884,1,,umol/L range 44-97,,percent
19431,1,,\meddata\s6000\document\Apollo\2003\OCT\1971.TIF|1,,percent
24522,1,,\meddata\s6000\document\Apollo\2012\JAN\262750.TIF,,percent
28436,1,,21-28,,score
14434,1,,Female sex hormones NOS,,percent
21990,1,,0.27 - 4.20,,percent
23042,1,,miu/L*,,percent
16713,1,,\meddata\s6000\document\Apollo\2012\8\Document 848,,percent
27987,1,,"/day , Not every day",,gram per 24 hours
24726,1,,/yearly pack,,percent
19502,1,,\meddata\s6000\document\Apollo\2004\AUG\6586.TIF|6,,percent
21919,1,,half bottle vodka,,percent
21258,1,,per/w,,percent
27006,1,,WBC 14.53,,percent
12099,1,,nchesumo,,percent
12666,1,,-240 L/min,,percent
12646,1,,pints over a weekend,,percent
19685,1,,\meddata\s6000\document\Apollo\2004\NOV\7689.TIF|7,,percent
26950,1,,stay on 2.5,,percent
28038,1,,monthe,,percent
6395,1,,SMI Units,,percent
13573,1,,Dopamine/creatinine ratio,,percent
21178,1,,only 4 times a year,,percent
3251,1,,(0.4 - 0.8),,percent
8876,1,,bowles/day,,gram per 24 hours
22961,1,,(200--450),,percent
23787,1,,3.15,,percent
23886,1,,mmol/mol L,,millimole per liter
13333,1,,mg/gww,,percent
18999,1,,bottles or wine,,percent
15963,1,,mil/mm3,,percent
7315,1,,Inflammation/Ulceration,,percent
9930,1,,Vomit examination NOS,,percent
27511,1,,Study Identifier,,percent
16693,1,,L vodka/day,,gram per 24 hours
22723,1,,hours. mins,,percent
23711,1,,2185,,percent
18838,1,,4.84,,percent
26051,1,,\meddata\s6000\document\Apollo\2013\APR\314445.TIF,,percent
13285,1,,02/week,,percent
23079,1,,cmk,,percent
21778,1,,*u/L(24-195),,percent
13692,1,,falls in year,,percent
2088,1,,cont 2/3 rv 1/12,,score
15663,1,,13 years,,percent
27652,1,,\meddata\s6000\document\Apollo\2013\JAN\MERG9354.T,,percent
20128,1,,Homozygous SS genotype,,percent
21282,1,,gram/per week,,per week
24433,1,,\meddata\s6000\document\Apollo\2007\SEP\77910.TIF|,,percent
28173,1,,to 12 units a week,,unit per week
24993,1,,\meddata\s6000\document\Apollo\2006\JUN\9860.TIF|9,,percent
9335,1,,(N) [1.5-1.72],,percent
23509,1,,1mg/ 2mg alt days,,percent
24756,1,,microns rt,,percent
21440,1,,mg/+UN,,percent
16007,1,,nmoil/,,percent
13068,1,,foreign boby,,percent
19841,1,,\meddata\s6000\document\Apollo\2006\SEP\31456.TIF|,,percent
9774,1,,10^3,,billion per liter
5086,1,,2475,,percent
22902,1,,5- 10 Cigs Daily,,billion per liter
28183,1,,already requested,,percent
26545,1,,\meddata\s6000\document\Apollo\2011\FEB\215016.TIF,,percent
20469,1,,24/30,,percent
28564,1,,times/day beforemeal,,per 24 hours
27112,1,,(RPR),,percent
24390,1,,"Vomit - O/E, general",,percent
24516,1,,\meddata\s6000\document\Apollo\2012\JAN\261474.TIF,,percent
28531,1,,Cytoprime2,,percent
19196,1,,7 times /week,,per week
20263,1,,times/fotnight,,percent
28794,1,,k/UA L,,percent
28996,1,,drinks each night,,percent
7717,1,,", 5 = irregular",,percent
